,RaceId,DriverId,ConstructorId,QualifyingPosition
2804,266,14,3,3
2811,266,22,17,10
2802,266,30,22,1
2810,266,44,27,9
2809,266,49,15,8
2813,266,50,22,12
2814,266,55,6,13
2808,266,56,17,7
2825,266,65,32,24
2823,266,70,32,22
2803,266,71,3,2
2805,266,77,6,4
2806,266,79,25,5
2820,266,81,29,19
2807,266,84,1,6
2812,266,87,25,11
2816,266,94,18,15
2822,266,100,33,21
2824,266,101,31,23
2819,266,103,27,18
2817,266,104,29,16
2821,266,105,18,20
2826,266,106,33,25
2818,266,110,15,17
2827,266,111,31,26
2815,266,112,1,14
2834,267,14,3,7
2828,267,22,17,1
2829,267,30,22,2
2844,267,44,27,17
2836,267,49,15,9
2833,267,50,22,6
2832,267,55,6,5
2831,267,56,17,4
2835,267,57,1,8
2847,267,65,32,20
2830,267,71,3,3
2838,267,77,6,11
2850,267,79,25,23
2841,267,81,29,14
2840,267,84,1,13
2839,267,87,25,12
2837,267,94,18,10
2849,267,100,33,22
2848,267,101,31,21
2843,267,103,27,16
2851,267,104,29,24
2845,267,105,18,18
2842,267,110,15,15
2852,267,111,31,25
2846,267,112,33,19
2853,267,113,32,26
2858,268,14,3,5
2869,268,22,17,16
2859,268,44,27,6
2864,268,49,15,11
2863,268,50,22,10
2854,268,55,6,1
2862,268,56,17,9
2860,268,57,1,7
2857,268,65,32,4
2866,268,70,32,13
2856,268,71,3,3
2855,268,77,6,2
2867,268,79,25,14
2870,268,81,29,17
2868,268,84,1,15
2874,268,87,25,21
2871,268,94,18,18
2877,268,100,33,24
2879,268,101,31,26
2865,268,103,27,12
2872,268,104,29,19
2875,268,105,18,22
2873,268,109,22,20
2861,268,110,15,8
2878,268,111,31,25
2876,268,114,33,23
2882,269,14,3,3
2887,269,22,17,8
2894,269,44,27,15
2888,269,49,15,9
2889,269,50,22,10
2884,269,55,6,5
2892,269,56,17,13
2883,269,57,1,4
2899,269,65,32,20
2881,269,71,3,2
2880,269,77,6,1
2885,269,79,25,6
2895,269,81,29,16
2886,269,84,1,7
2891,269,87,25,12
2897,269,94,18,18
2901,269,100,33,22
2903,269,101,31,24
2900,269,103,27,21
2890,269,104,29,11
2898,269,105,18,19
2893,269,109,22,14
2896,269,110,15,17
2905,269,111,31,26
2904,269,113,32,25
2902,269,114,33,23
2910,270,22,17,5
2906,270,30,22,1
2916,270,44,27,11
2909,270,49,15,4
2917,270,50,22,12
2921,270,55,6,16
2915,270,56,17,10
2914,270,57,1,9
2912,270,65,27,7
2926,270,70,32,21
2907,270,71,3,2
2911,270,77,6,6
2918,270,79,25,13
2913,270,81,29,8
2920,270,84,1,15
2919,270,87,25,14
2931,270,93,31,26
2922,270,94,18,17
2908,270,95,3,3
2928,270,100,33,23
2930,270,101,31,25
2927,270,103,32,22
2924,270,104,29,19
2925,270,105,18,20
2923,270,110,15,18
2929,270,115,33,24
2941,271,22,17,10
2932,271,30,22,1
2950,271,44,27,19
2934,271,49,15,3
2938,271,55,6,7
2937,271,56,17,6
2939,271,57,1,8
2956,271,63,32,25
2936,271,65,22,5
2948,271,70,32,17
2933,271,71,3,2
2942,271,77,6,11
2945,271,79,25,14
2943,271,81,29,12
2940,271,84,1,9
2944,271,87,25,13
2957,271,89,31,26
2947,271,94,18,16
2935,271,95,3,4
2953,271,100,33,22
2955,271,101,31,24
2949,271,104,29,18
2952,271,105,18,21
2946,271,109,15,15
2954,271,115,33,23
2951,271,116,27,20
2962,272,22,17,5
2959,272,30,22,2
2969,272,44,27,12
2967,272,49,15,10
2965,272,55,6,8
2963,272,56,17,6
2961,272,57,1,4
2979,272,63,32,22
2964,272,65,22,7
2971,272,70,32,14
2960,272,71,3,3
2968,272,77,6,11
2972,272,79,25,15
2978,272,81,29,21
2966,272,84,1,9
2970,272,87,25,13
2983,272,93,31,26
2975,272,94,18,18
2958,272,95,3,1
2982,272,98,33,25
2981,272,101,31,24
2976,272,104,29,19
2973,272,105,18,16
2974,272,109,15,17
2980,272,115,33,23
2977,272,116,27,20
3327,337,1,1,4
3328,337,3,131,5
3326,337,4,6,3
3344,337,5,205,21
3332,337,9,4,9
3342,337,10,166,19
3325,337,13,6,2
3343,337,15,205,20
3333,337,16,10,10
3329,337,17,9,6
3331,337,18,1,8
3324,337,20,9,1
3334,337,22,3,11
3335,337,24,10,12
3330,337,30,131,7
3337,337,37,15,14
3338,337,67,5,15
3341,337,153,5,18
3339,337,155,15,16
3336,337,807,3,13
3340,337,808,4,17
3345,337,810,166,22
3346,337,811,164,23
3347,337,812,164,24
3358,338,1,1,11
3353,338,3,131,6
3350,338,4,6,3
3366,338,5,205,19
3356,338,9,4,9
3368,338,10,166,21
3352,338,13,6,5
3367,338,15,205,20
3357,338,16,10,10
3349,338,17,9,2
3351,338,18,1,4
3348,338,20,9,1
3355,338,22,3,8
3360,338,24,10,13
3354,338,30,131,7
3361,338,37,15,14
3359,338,67,5,12
3364,338,153,5,17
3363,338,155,15,16
3362,338,807,3,15
3365,338,808,4,18
3369,338,810,166,22
3370,338,811,164,23
3371,338,812,164,24
3391,339,1,1,20
3373,339,3,131,2
3390,339,4,6,19
3386,339,5,205,15
3377,339,9,4,6
3387,339,10,166,16
3392,339,13,6,21
3389,339,15,205,18
3375,339,16,10,4
3372,339,17,9,1
3388,339,18,1,17
3374,339,20,9,3
3378,339,22,3,7
3381,339,24,10,10
3379,339,30,131,8
3383,339,37,15,12
3384,339,67,5,13
3385,339,153,5,14
3380,339,155,15,9
3376,339,807,3,5
3382,339,808,4,11
3395,339,810,166,24
3394,339,811,164,23
3393,339,812,164,22
3401,340,1,1,6
3399,340,3,131,4
3398,340,4,6,3
3416,340,5,205,21
3403,340,9,4,8
3414,340,10,166,19
3402,340,13,6,7
3415,340,15,205,20
3405,340,16,10,10
3397,340,17,9,2
3400,340,18,1,5
3396,340,20,9,1
3406,340,22,3,11
3413,340,24,10,18
3404,340,30,131,9
3412,340,37,15,17
3408,340,67,5,13
3407,340,153,5,12
3410,340,155,15,15
3411,340,807,3,16
3409,340,808,4,14
3417,340,810,166,22
3418,340,811,164,23
3419,340,812,164,24
3422,341,1,1,3
3427,341,3,131,8
3423,341,4,6,4
3439,341,5,205,20
3426,341,9,4,7
3440,341,10,166,21
3428,341,13,6,9
3438,341,15,205,19
3430,341,16,10,11
3420,341,17,9,1
3424,341,18,1,5
3421,341,20,9,2
3437,341,22,3,18
3436,341,24,10,17
3425,341,30,131,6
3431,341,37,15,12
3434,341,67,5,15
3435,341,153,5,16
3429,341,155,15,10
3432,341,807,3,13
3433,341,808,4,14
3441,341,810,166,22
3443,341,811,164,24
3442,341,812,164,23
3448,342,1,1,5
3449,342,3,131,6
3467,342,4,6,24
3461,342,5,205,18
3445,342,9,4,2
3463,342,10,166,20
3447,342,13,6,4
3462,342,15,205,19
3455,342,16,10,12
3444,342,17,9,1
3451,342,18,1,8
3446,342,20,9,3
3452,342,22,3,9
3453,342,24,10,10
3450,342,30,131,7
3458,342,37,15,15
3456,342,67,5,13
3460,342,153,5,17
3459,342,155,15,16
3454,342,807,3,11
3457,342,808,4,14
3464,342,810,166,21
3465,342,811,164,22
3466,342,812,164,23
3469,343,1,1,2
3473,343,3,131,6
3479,343,4,6,12
3487,343,5,205,20
3474,343,9,4,7
3488,343,10,166,21
3475,343,13,6,8
3486,343,15,205,19
3478,343,16,10,11
3468,343,17,9,1
3471,343,18,1,4
3470,343,20,9,3
3482,343,22,3,15
3485,343,24,10,18
3472,343,30,131,5
3480,343,37,15,13
3481,343,67,5,14
3483,343,153,5,16
3477,343,155,15,10
3484,343,807,3,17
3476,343,808,4,9
3490,343,810,166,23
3489,343,811,164,22
3491,343,812,164,24
3492,344,1,1,1
3501,344,3,131,10
3495,344,4,6,4
3510,344,5,205,19
3499,344,9,4,8
3512,344,10,166,21
3498,344,13,6,7
3511,344,15,205,20
3500,344,16,10,9
3493,344,17,9,2
3496,344,18,1,5
3494,344,20,9,3
3502,344,22,3,11
3497,344,24,10,6
3504,344,30,131,13
3508,344,37,15,17
3506,344,67,5,15
3507,344,153,5,16
3509,344,155,15,18
3503,344,807,3,12
3505,344,808,4,14
3514,344,810,166,23
3513,344,811,164,22
3515,344,812,164,24
3518,345,1,1,3
3527,345,3,131,12
3519,345,4,6,4
3535,345,5,205,20
3521,345,9,4,6
3537,345,10,166,22
3520,345,13,6,5
3534,345,15,205,19
3528,345,16,10,13
3517,345,17,9,2
3522,345,18,1,7
3516,345,20,9,1
3524,345,22,3,9
3529,345,24,10,14
3530,345,30,131,15
3531,345,37,15,16
3526,345,67,5,11
3532,345,153,5,17
3533,345,155,15,18
3523,345,807,3,8
3525,345,808,4,10
3536,345,810,166,21
3539,345,811,164,24
3538,345,812,164,23
3543,346,1,1,4
3544,346,3,131,5
3542,346,4,6,3
3558,346,5,205,19
3545,346,9,4,6
3559,346,10,166,20
3546,346,13,6,7
3560,346,15,205,21
3550,346,16,10,11
3541,346,17,9,2
3553,346,18,1,14
3540,346,20,9,1
3547,346,22,3,8
3554,346,24,10,15
3563,346,29,164,24
3549,346,30,131,10
3548,346,37,15,9
3556,346,67,5,17
3557,346,153,5,18
3551,346,155,15,12
3552,346,807,3,13
3555,346,808,4,16
3561,346,810,166,22
3562,346,812,164,23
3569,347,1,1,6
3572,347,3,131,9
3565,347,4,6,2
3582,347,5,205,19
3570,347,9,4,7
3583,347,10,166,20
3566,347,13,6,3
3581,347,15,205,18
3577,347,16,10,14
3567,347,17,9,4
3568,347,18,1,5
3564,347,20,9,1
3571,347,22,3,8
3585,347,24,10,22
3586,347,29,164,23
3574,347,30,131,11
3578,347,37,15,15
3580,347,67,5,17
3579,347,153,5,16
3575,347,155,15,12
3573,347,807,3,10
3576,347,808,4,13
3587,347,810,166,24
3584,347,811,164,21
3592,348,1,1,5
3593,348,3,131,6
3590,348,4,6,3
3607,348,5,205,20
3595,348,9,4,8
3606,348,10,166,19
3591,348,13,6,4
3608,348,15,205,21
3600,348,16,10,13
3589,348,17,9,2
3598,348,18,1,11
3588,348,20,9,1
3599,348,22,3,12
3603,348,24,10,16
3611,348,29,164,24
3601,348,30,131,14
3596,348,37,15,9
3602,348,67,5,15
3604,348,153,5,17
3605,348,155,15,18
3597,348,807,3,10
3594,348,808,4,7
3609,348,810,166,22
3610,348,811,164,23
3613,349,1,1,2
3623,349,3,131,12
3621,349,4,6,10
3627,349,5,205,16
3614,349,9,4,3
3628,349,10,166,17
3617,349,13,6,6
3629,349,15,205,18
3619,349,16,10,8
3612,349,17,9,1
3616,349,18,1,5
3615,349,20,9,4
3618,349,22,3,7
3625,349,24,10,14
3632,349,29,164,21
3622,349,30,131,11
3633,349,37,15,22
3626,349,67,5,15
3624,349,153,5,13
3630,349,155,15,19
3620,349,807,3,9
3635,349,808,4,24
3634,349,810,166,23
3631,349,811,164,20
3640,350,1,1,5
3642,350,3,131,7
3636,350,4,6,1
3654,350,5,205,19
3644,350,9,4,9
3656,350,10,166,21
3638,350,13,6,3
3653,350,15,205,18
3646,350,16,10,11
3639,350,17,9,4
3637,350,18,1,2
3641,350,20,9,6
3645,350,22,3,10
3655,350,24,10,20
3659,350,29,164,24
3647,350,30,131,12
3652,350,37,15,17
3649,350,67,5,14
3651,350,153,5,16
3648,350,155,15,13
3643,350,807,3,8
3650,350,808,4,15
3657,350,810,166,22
3658,350,811,164,23
3662,351,1,1,3
3674,351,2,15,15
3666,351,3,131,7
3660,351,4,6,1
3678,351,5,205,19
3667,351,9,4,8
3677,351,10,166,18
3683,351,13,6,24
3680,351,15,205,21
3675,351,16,10,16
3664,351,17,9,5
3663,351,18,1,4
3661,351,20,9,2
3665,351,22,3,6
3676,351,24,10,17
3668,351,30,131,9
3681,351,32,164,22
3673,351,67,5,14
3670,351,153,5,11
3669,351,155,15,10
3671,351,807,3,12
3672,351,808,4,13
3679,351,810,166,20
3682,351,811,164,23
3686,352,1,1,3
3694,352,2,15,11
3690,352,3,131,7
3688,352,4,6,5
3703,352,5,205,20
3687,352,9,4,4
3705,352,10,166,22
3695,352,13,6,12
3702,352,15,205,19
3698,352,16,10,15
3685,352,17,9,2
3689,352,18,1,6
3684,352,20,9,1
3691,352,22,3,8
3700,352,24,10,17
3707,352,29,164,24
3693,352,30,131,10
3701,352,67,5,18
3699,352,153,5,16
3697,352,155,15,14
3692,352,807,3,9
3696,352,808,4,13
3704,352,810,166,21
3706,352,811,164,23
3711,353,1,1,4
3720,353,2,15,13
3712,353,3,131,5
3710,353,4,6,3
3728,353,5,205,21
3715,353,9,4,8
3727,353,10,166,20
3713,353,13,6,6
3726,353,15,205,19
3721,353,16,10,14
3709,353,17,9,2
3714,353,18,1,7
3708,353,20,9,1
3717,353,22,3,10
3725,353,24,10,18
3730,353,29,164,23
3716,353,30,131,9
3724,353,67,5,17
3723,353,153,5,16
3719,353,155,15,12
3718,353,807,3,11
3722,353,808,4,15
3729,353,810,166,22
3731,353,811,164,24
3735,354,1,1,4
3747,354,2,15,16
3744,354,3,131,13
3736,354,4,6,5
3752,354,5,205,21
3738,354,9,4,7
3750,354,10,166,19
3740,354,13,6,9
3751,354,15,205,20
3749,354,16,10,18
3734,354,17,9,3
3742,354,18,1,11
3733,354,20,9,2
3737,354,22,3,6
3748,354,24,10,17
3739,354,30,131,8
3754,354,32,164,23
3746,354,67,5,15
3745,354,153,5,14
3743,354,155,15,12
3732,354,807,3,1
3741,354,808,4,10
3753,354,810,166,22
3755,354,811,164,24
3757,355,1,1,2
3769,355,2,15,14
3764,355,3,131,9
3758,355,4,6,3
3775,355,5,205,20
3766,355,9,4,11
3776,355,10,166,21
3761,355,13,6,6
3774,355,15,205,19
3768,355,16,10,13
3760,355,17,9,5
3759,355,18,1,4
3756,355,20,9,1
3762,355,22,3,7
3771,355,24,10,16
3763,355,30,131,8
3779,355,32,164,24
3773,355,67,5,18
3772,355,153,5,17
3767,355,155,15,12
3770,355,807,3,15
3765,355,808,4,10
3777,355,810,166,22
3778,355,811,164,23
4536,841,1,1,2
4552,841,2,4,18
4541,841,3,131,7
4539,841,4,6,5
4553,841,5,205,19
4555,841,10,166,21
4542,841,13,6,8
4554,841,15,205,20
4550,841,16,10,16
4537,841,17,9,3
4538,841,18,1,4
4535,841,20,9,1
4551,841,22,3,17
4558,841,24,164,23
4545,841,30,131,11
4559,841,39,164,24
4544,841,67,5,10
4546,841,153,5,12
4543,841,155,15,9
4540,841,808,4,6
4549,841,813,3,15
4548,841,814,10,14
4547,841,815,15,13
4556,841,816,166,22
4560,842,1,1,2
4564,842,2,4,6
4567,842,3,131,9
4563,842,4,6,5
4577,842,5,205,19
4579,842,10,166,21
4565,842,13,6,7
4578,842,15,205,20
4575,842,16,10,17
4561,842,17,9,3
4562,842,18,1,4
4557,842,20,9,1
4573,842,22,3,15
4581,842,24,164,23
4569,842,30,131,11
4582,842,39,164,24
4570,842,67,5,12
4571,842,153,5,13
4568,842,155,15,10
4566,842,808,4,8
4576,842,813,3,18
4572,842,814,10,14
4574,842,815,15,16
4580,842,816,166,22
4585,843,1,1,3
4598,843,2,4,16
4586,843,3,131,4
4587,843,4,6,5
4601,843,5,205,19
4604,843,10,166,22
4588,843,13,6,6
4602,843,15,205,20
4593,843,16,10,11
4600,843,17,9,18
4584,843,18,1,2
4583,843,20,9,1
4597,843,22,3,15
4605,843,24,164,23
4596,843,30,131,14
4606,843,39,164,24
4591,843,67,5,9
4589,843,153,5,7
4595,843,155,15,13
4592,843,808,4,10
4599,843,813,3,17
4590,843,814,10,8
4594,843,815,15,12
4603,843,816,166,21
4610,844,1,1,4
4615,844,2,4,9
4609,844,3,131,3
4611,844,4,6,5
4624,844,5,205,18
4628,844,10,166,22
4616,844,13,6,10
4625,844,15,205,19
4618,844,16,10,12
4608,844,17,9,2
4612,844,18,1,6
4607,844,20,9,1
4617,844,22,3,11
4627,844,24,164,21
4614,844,30,131,8
4629,844,39,164,23
4622,844,67,5,16
4623,844,153,5,17
4613,844,808,4,7
4620,844,813,3,14
4619,844,814,10,13
4621,844,815,15,15
4626,844,816,166,20
4632,845,1,1,3
4636,845,3,131,7
4633,845,4,6,4
4644,845,5,205,15
4649,845,10,166,20
4637,845,13,6,8
4647,845,15,205,18
4646,845,16,10,17
4630,845,17,9,1
4634,845,18,1,5
4631,845,20,9,2
4648,845,22,3,19
4650,845,24,164,21
4639,845,30,131,10
4651,845,39,164,22
4640,845,67,5,11
4642,845,153,5,13
4643,845,155,15,14
4635,845,808,4,6
4638,845,813,3,9
4645,845,814,10,16
4641,845,815,15,12
4652,845,816,166,23
4659,846,1,1,7
4668,846,2,4,16
4660,846,3,131,8
4656,846,4,6,4
4670,846,5,205,18
4673,846,10,166,21
4658,846,13,6,6
4671,846,15,205,19
4667,846,16,10,15
4655,846,17,9,3
4654,846,18,1,2
4653,846,20,9,1
4664,846,22,3,12
4676,846,24,164,24
4657,846,30,131,5
4675,846,39,164,23
4669,846,67,5,17
4672,846,153,5,20
4665,846,155,15,13
4663,846,808,4,11
4661,846,813,3,9
4666,846,814,10,14
4662,846,815,15,10
4674,846,816,166,22
4681,847,1,1,5
4685,847,2,4,9
4682,847,3,131,6
4678,847,4,6,2
4696,847,5,205,20
4698,847,10,166,22
4679,847,13,6,3
4695,847,15,205,19
4690,847,16,10,14
4680,847,17,9,4
4683,847,18,1,7
4677,847,20,9,1
4692,847,22,3,16
4697,847,24,164,21
4684,847,30,131,8
4693,847,37,15,17
4699,847,39,164,23
4691,847,67,5,15
4694,847,153,5,18
4689,847,155,15,13
4686,847,808,4,10
4688,847,813,3,12
4687,847,814,10,11
4700,847,816,166,24
4703,848,1,1,3
4709,848,2,4,9
4707,848,3,131,7
4704,848,4,6,4
4719,848,5,205,19
4721,848,10,166,21
4705,848,13,6,5
4720,848,15,205,20
4710,848,16,10,10
4702,848,17,9,2
4706,848,18,1,6
4701,848,20,9,1
4713,848,22,3,13
4722,848,24,164,22
4708,848,30,131,8
4724,848,39,164,24
4717,848,67,5,17
4718,848,153,5,18
4714,848,155,15,14
4711,848,808,4,11
4715,848,813,3,15
4712,848,814,10,12
4716,848,815,15,16
4723,848,816,166,23
4734,849,1,1,10
4740,849,2,4,16
4733,849,3,131,9
4727,849,4,6,3
4741,849,5,205,17
4744,849,10,166,20
4728,849,13,6,4
4745,849,15,205,21
4735,849,16,10,11
4725,849,17,9,1
4729,849,18,1,5
4726,849,20,9,2
4739,849,22,3,15
4747,849,24,164,23
4737,849,30,131,13
4743,849,67,5,19
4742,849,153,5,18
4732,849,155,15,8
4738,849,808,4,14
4731,849,813,3,7
4730,849,814,10,6
4736,849,815,15,12
4746,849,816,166,22
4748,849,817,164,24
4750,850,1,1,2
4759,850,2,4,11
4754,850,3,131,6
4752,850,4,6,4
4767,850,5,205,19
4768,850,10,166,20
4753,850,13,6,5
4756,850,16,10,8
4749,850,17,9,1
4755,850,18,1,7
4751,850,20,9,3
4762,850,22,3,14
4771,850,24,164,23
4758,850,30,131,10
4764,850,67,5,16
4765,850,153,5,17
4766,850,155,15,18
4757,850,808,4,9
4769,850,812,205,21
4761,850,813,3,13
4760,850,814,10,12
4763,850,815,15,15
4770,850,816,166,22
4772,850,817,164,24
4774,851,1,1,2
4786,851,2,4,14
4779,851,3,131,7
4777,851,4,6,5
4791,851,5,205,19
4793,851,10,166,21
4776,851,13,6,4
4792,851,15,205,20
4780,851,16,10,8
4778,851,17,9,6
4775,851,18,1,3
4773,851,20,9,1
4787,851,22,3,15
4794,851,24,164,22
4781,851,30,131,9
4790,851,67,5,18
4788,851,153,5,16
4785,851,155,15,13
4784,851,808,4,12
4789,851,813,3,17
4783,851,814,10,11
4782,851,815,15,10
4796,851,816,166,24
4795,851,817,164,23
4798,852,1,1,2
4801,852,3,131,5
4804,852,4,6,8
4813,852,5,205,17
4816,852,10,166,20
4800,852,13,6,4
4815,852,15,205,19
4811,852,16,10,15
4799,852,17,9,3
4809,852,18,1,13
4797,852,20,9,1
4810,852,22,3,14
4818,852,24,164,22
4807,852,67,5,11
4802,852,153,5,6
4808,852,155,15,12
4806,852,808,4,10
4803,852,811,4,7
4812,852,813,3,16
4814,852,814,10,18
4805,852,815,15,9
4817,852,816,166,21
4819,852,817,164,23
5924,853,1,1,2
5931,853,3,131,9
5926,853,4,6,4
5942,853,5,205,20
5943,853,10,166,21
5928,853,13,6,6
5941,853,15,205,19
5934,853,16,10,12
5927,853,17,9,5
5925,853,18,1,3
5923,853,20,9,1
5935,853,22,3,13
5946,853,24,164,24
5930,853,30,131,8
5938,853,67,5,16
5940,853,153,5,18
5939,853,155,15,17
5929,853,808,4,7
5932,853,811,4,10
5936,853,813,3,14
5933,853,814,10,11
5937,853,815,15,15
5944,853,816,166,22
5945,853,817,164,23
4823,854,1,1,4
4826,854,3,131,7
4824,854,4,6,5
4838,854,5,205,19
4840,854,10,166,21
4825,854,13,6,6
4839,854,15,205,20
4828,854,16,10,9
4821,854,17,9,2
4822,854,18,1,3
4820,854,20,9,1
4831,854,22,3,12
4843,854,24,164,24
4827,854,30,131,8
4833,854,67,5,14
4835,854,153,5,16
4836,854,155,15,17
4837,854,808,4,18
4834,854,811,4,15
4832,854,813,3,13
4829,854,814,10,10
4830,854,815,15,11
4841,854,816,166,22
4842,854,817,164,23
4846,855,1,1,3
4866,855,3,131,23
4848,855,4,6,5
4861,855,5,205,18
4864,855,10,166,21
4847,855,13,6,4
4862,855,15,205,19
4854,855,16,10,11
4849,855,17,9,6
4845,855,18,1,2
4844,855,20,9,1
4856,855,22,3,13
4867,855,24,164,24
4851,855,30,131,7
4858,855,67,5,15
4859,855,153,5,16
4850,855,155,15,10
4853,855,808,4,9
4852,855,811,4,8
4857,855,813,3,14
4855,855,814,10,12
4860,855,815,15,17
4863,855,816,166,20
4865,855,817,164,22
4868,856,1,1,1
4874,856,3,131,7
4873,856,4,6,6
4886,856,5,205,19
4888,856,10,166,21
4872,856,13,6,5
4887,856,15,205,20
4877,856,16,10,10
4871,856,17,9,4
4870,856,18,1,3
4869,856,20,9,2
4885,856,22,3,18
4890,856,24,164,23
4879,856,30,131,12
4880,856,67,5,13
4878,856,153,5,11
4881,856,155,15,14
4875,856,808,4,8
4882,856,811,4,15
4883,856,813,3,16
4876,856,814,10,9
4884,856,815,15,17
4889,856,816,166,22
4891,856,817,164,24
4893,857,1,1,2
4898,857,3,131,7
4895,857,4,6,4
4910,857,5,205,19
4915,857,10,166,24
4897,857,13,6,6
4911,857,15,205,20
4899,857,16,10,8
4894,857,17,9,3
4896,857,18,1,5
4892,857,20,9,1
4907,857,22,3,16
4903,857,30,131,12
4913,857,39,164,22
4900,857,67,5,9
4901,857,153,5,10
4909,857,155,15,18
4902,857,808,4,11
4906,857,811,4,15
4905,857,813,3,14
4904,857,814,10,13
4908,857,815,15,17
4914,857,816,166,23
4912,857,817,164,21
4917,858,1,1,2
4922,858,3,131,7
4920,858,4,6,5
4933,858,5,205,18
4935,858,10,166,20
4921,858,13,6,6
4934,858,15,205,19
4924,858,16,10,9
4919,858,17,9,4
4918,858,18,1,3
4916,858,20,9,1
4938,858,24,164,23
4923,858,30,131,8
4928,858,67,5,13
4930,858,153,5,15
4931,858,155,15,16
4927,858,808,4,12
4929,858,811,4,14
4932,858,813,3,17
4925,858,814,10,10
4926,858,815,15,11
4937,858,816,166,22
4936,858,817,164,21
4942,859,1,1,4
4944,859,3,131,6
4943,859,4,6,5
4957,859,5,205,19
4962,859,10,166,24
4945,859,13,6,7
4958,859,15,205,20
4946,859,16,10,8
4940,859,17,9,2
4941,859,18,1,3
4939,859,20,9,1
4950,859,22,3,12
4959,859,24,164,21
4948,859,30,131,10
4952,859,67,5,14
4951,859,153,5,13
4954,859,155,15,16
4953,859,808,4,15
4947,859,811,4,9
4956,859,813,3,18
4949,859,814,10,11
4955,859,815,15,17
4961,859,816,166,23
4960,859,817,164,22
4963,860,1,1,1
4969,860,3,131,7
4974,860,4,6,12
4981,860,5,207,19
4980,860,8,208,18
4983,860,10,206,21
4978,860,13,6,16
4967,860,17,9,5
4964,860,18,1,2
4968,860,20,9,6
4966,860,30,131,4
4985,860,37,164,23
4986,860,39,164,24
4965,860,154,208,3
4975,860,155,15,13
4971,860,807,10,9
4982,860,808,207,20
4976,860,811,3,14
4970,860,813,3,8
4977,860,814,10,15
4979,860,815,15,17
4972,860,817,5,10
4973,860,818,5,11
4984,860,819,206,22
4987,861,1,1,1
4994,861,3,131,8
4995,861,4,6,9
5005,861,5,207,19
4991,861,8,208,5
5007,861,10,206,21
4998,861,13,6,12
4990,861,17,9,4
4988,861,18,1,2
4992,861,20,9,6
4989,861,30,131,3
5009,861,37,164,23
5010,861,39,164,24
4993,861,154,208,7
5003,861,155,15,17
5002,861,807,10,16
5006,861,808,207,20
4999,861,811,3,13
4997,861,813,3,11
5000,861,814,10,14
4996,861,815,15,10
5001,861,817,5,15
5004,861,818,5,18
5008,861,819,206,22
5012,862,1,1,2
5011,862,3,131,1
5019,862,4,6,9
5029,862,5,207,19
5015,862,8,208,5
5031,862,10,206,21
5022,862,13,6,12
5017,862,17,9,7
5016,862,18,1,6
5021,862,20,9,11
5013,862,30,131,3
5033,862,37,164,23
5034,862,39,164,24
5020,862,154,208,10
5014,862,155,15,4
5026,862,807,10,16
5030,862,808,207,20
5024,862,811,3,14
5023,862,813,3,13
5025,862,814,10,15
5018,862,815,15,8
5027,862,817,5,17
5028,862,818,5,18
5032,862,819,206,22
5036,863,1,1,2
5039,863,3,131,5
5043,863,4,6,9
5050,863,5,207,16
5045,863,8,208,11
5057,863,10,206,23
5048,863,13,6,14
5037,863,17,9,3
5038,863,18,1,4
5035,863,20,9,1
5052,863,30,131,18
5056,863,37,164,22
5058,863,39,164,24
5041,863,154,208,7
5046,863,155,15,12
5047,863,807,10,13
5054,863,808,207,20
5049,863,811,3,15
5051,863,813,3,17
5044,863,814,10,10
5042,863,815,15,8
5040,863,817,5,6
5053,863,818,5,19
5055,863,819,206,21
5059,864,1,1,1
5065,864,3,131,7
5061,864,4,6,3
5078,864,5,207,20
5063,864,8,208,5
5080,864,10,206,22
5075,864,13,6,17
5070,864,17,9,12
5069,864,18,1,11
5066,864,20,9,8
5067,864,30,131,9
5081,864,37,164,23
5082,864,39,164,24
5062,864,154,208,4
5068,864,155,15,10
5072,864,807,10,14
5077,864,808,207,19
5076,864,811,3,18
5060,864,813,3,2
5071,864,814,10,13
5064,864,815,15,6
5074,864,817,5,16
5073,864,818,5,15
5079,864,819,206,21
5086,865,1,1,4
5085,865,3,131,3
5088,865,4,6,6
5100,865,5,207,18
5090,865,8,208,8
5102,865,10,206,20
5089,865,13,6,7
5084,865,17,9,2
5095,865,18,1,13
5092,865,20,9,10
5083,865,30,131,1
5103,865,37,164,21
5105,865,39,164,23
5087,865,154,208,5
5094,865,155,15,12
5093,865,807,10,11
5101,865,808,207,19
5096,865,811,3,14
5091,865,813,3,9
5097,865,814,10,15
5098,865,817,5,16
5099,865,818,5,17
5104,865,819,206,22
5107,866,1,1,2
5110,866,3,131,5
5108,866,4,6,3
5123,866,5,207,18
5117,866,8,208,12
5127,866,10,206,22
5111,866,13,6,6
5109,866,17,9,4
5115,866,18,1,10
5106,866,20,9,1
5114,866,30,131,9
5126,866,37,164,21
5129,866,39,164,24
5112,866,154,208,7
5116,866,155,15,11
5118,866,807,10,13
5124,866,808,207,19
5121,866,811,3,16
5122,866,813,3,17
5113,866,814,10,8
5120,866,815,15,15
5119,866,817,5,14
5125,866,818,5,20
5128,866,819,206,23
5131,867,1,1,2
5135,867,3,131,6
5140,867,4,6,11
5145,867,5,207,16
5134,867,8,208,5
5142,867,13,6,13
5148,867,17,9,19
5138,867,18,1,9
5130,867,20,9,1
5141,867,30,131,12
5150,867,37,164,21
5151,867,39,164,22
5133,867,154,208,4
